candidate_ref,name,email,phone,current_company,title
C:\Workspace\java\scrape_indeed\web_dev_part_1\454.html#30548,Richard Vega,,+1-352-229-4620x93556,Baldwin PLC,Web Developer / Marketing Specialist
C:\Workspace\java\scrape_indeed\sys_admin_part_2\117.html#25078,Bethany Neal,,771.724.3658,First,Network Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\2267.html#29421,Phillip Anderson,greencharles@example.net,001-920-627-0615x92738,Cintas,SOFTWARE ENGINEER - MOBILE
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1865.html#25850,Kyle Brown,reynoldsmichelle@example.org,(232)524-8155x42034,Dean-Wood,"SYSTEMS AND SECURITY ENGINEER, CONSULTANT"
C:\Workspace\java\scrape_indeed\fed_part_1\1380.html#3521,Paula Bailey,ronald23@example.com,312.247.6010x8018,Johnson Ltd,Senior Project Manager
C:\Workspace\java\scrape_indeed\java_dev_part_0\335.html#14044,Evelyn Novak,,736-921-3009x6258,Fayble,Java Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\1959.html#7257,Jeffrey King,,839.462.7466,Powell-Coleman,Sales Agent
C:\Workspace\java\scrape_indeed\fed_part_1\687.html#5844,Gary Lawrence,popebrent@example.net,671.240.0493x8819,Wright-Bright,Front End UI Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\626.html#27150,Richard Williams,mortonkenneth@example.net,869.687.3137x9716,Jenkins Group,Systems Administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\425.html#23230,Brittany Washington,washingtonashley@example.org,625.362.3899,"Griffin, Smith and Dawson",Software Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\403.html#17116,Carmen Jordan,anthonymcdonald@example.net,382.511.6020x418,Symmetric,Network Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\1508.html#15347,Linda Dyer,hlester@example.org,608.489.4801x864,Chang Group,Maintenance Technician
C:\Workspace\java\scrape_indeed\dba_part_1\2490.html#1658,William Compton,samuel08@example.org,3044806757,James Inc,Technician
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1595.html#18439,Jamie Duran,villawilliam@example.com,+1-694-229-6882x76970,"Gomez, Reeves and Green",Student Researcher
C:\Workspace\java\scrape_indeed\it_pm_part_1\2857.html#8255,Rachel Henderson,ronald78@example.net,727.348.8356,Carpenter-Trevino,"Manager, End User Productivity"
C:\Workspace\java\scrape_indeed\web_dev_part_1\190.html#29013,Margaret White,dyersara@example.net,+1-649-466-8349x6047,Wallace and Sons,Crew Member
C:\Workspace\java\scrape_indeed\fed_part_1\1862.html#4056,Ashley Thomas,bethany36@example.com,+1-882-508-9348,Hanson Inc,Front End Web Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\127.html#15082,Benjamin Lutz,williskatherine@example.net,959.823.6133,Peterson and Sons,Business Technology Analyst
C:\Workspace\java\scrape_indeed\fed_part_1\2215.html#4449,David Hawkins,moraleskimberly@example.net,3258447241,Santos-Marks,Self-Employed Web Developer / Marketing / Data Analyst
C:\Workspace\java\scrape_indeed\sys_admin_part_2\536.html#27050,Arthur Campos,vmosley@example.org,001-482-349-8980x88067,Miller-Nelson,Systems Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\1510.html#15350,Whitney Cobb,cindy66@example.com,+1-969-689-3969,Dmmen,Systems Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\798.html#17553,Blake Vega,perezcaitlin@example.net,(236)853-6218x9455,Smith-Johnson,Sr. Network Administrator
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1641.html#18491,Laura Roman,alyssa94@example.org,9468648966,Murphy Group,"Software Engineering Intern, Full Stack (Machine Learning, Django/ Python)"
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\280.html#19778,Adrian Gibbs,leroy57@example.com,580-797-4533x89062,Dow,Software Engineer ( Python Developer)
C:\Workspace\java\scrape_indeed\it_sa_part_1\2088.html#10494,Alexa Frederick,,(824)427-6774,Baptist,IT Service Center Analyst
C:\Workspace\java\scrape_indeed\web_dev_part_1\416.html#30506,Lisa Price,millerjuan@example.org,258-348-8600,Chapman-Hendrix,Applications Analyst/ Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\857.html#14623,Mr. Justin Gonzalez,thompsoncaitlin@example.com,404.272.6426x121,Spencer-Beltran,Java Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\605.html#20346,Isabella Baker,kylemartinez@example.net,001-738-654-5400x644,Gonzales-Ayala,Software Developer (Rule Developer)
C:\Workspace\java\scrape_indeed\sys_admin_part_3\157.html#27628,Dana Carter,tracyjohnson@example.net,+1-362-817-5080,Serrano LLC,Administration/Financial Modeler & Consultant
C:\Workspace\java\scrape_indeed\sys_admin_part_1\204.html#24006,Zachary Werner,jennifer82@example.com,+1-935-634-0018x167,"Stein, Kirby and Reed",Systems Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\433.html#30525,David Rangel,jose60@example.net,385.217.9937,"Parks, Campos and Mcbride",Full Stack Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\2709.html#16681,Daisy Larson,amandahorne@example.net,+1-648-769-9969x88290,NetXperts,"Administrator, and part time Network Technician"
C:\Workspace\java\scrape_indeed\java_dev_part_0\382.html#14096,Donald Cole,jonhall@example.org,001-498-564-2423x8397,Bradley Inc,Java Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\1355.html#28408,Brian Lucas,kjohnson@example.net,428.380.9832,Gray-Williams,Freelance Web Developer & Designer
C:\Workspace\java\scrape_indeed\web_dev_part_1\931.html#31078,Ryan Carlson,hespinoza@example.org,+1-514-635-6140,Santos-Davidson,Web Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1296.html#18107,Jordan Williams,yhill@example.net,+1-923-854-6951x0030,TD,Python Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\956.html#14733,April Roth,sherry96@example.com,350-306-6664,GE,Java developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\633.html#30747,Lucas Nielsen,kelsey70@example.net,+1-805-883-6683x482,Silverchair,Software developer
C:\Workspace\java\scrape_indeed\fed_part_1\2978.html#5295,Lawrence Glover,ambergrant@example.net,+1-491-778-7915x0596,"Synacor,",Front- End Software Engineer
C:\Workspace\java\scrape_indeed\sys_admin_part_1\926.html#24807,Victor Boyd,omarturner@example.org,+1-709-352-1755,Ashland Partners &,Systems Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\230.html#29458,Jesus Mccarthy,tracycruz@example.org,818-482-4199,Rieker,Full Stack/Android Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\1812.html#15685,Christopher Thomas,lcook@example.org,204.754.2185x457,Chan-Martinez,Network Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\108.html#14871,Brenda Richard,tyler09@example.org,001-601-963-5640x7232,SMS,ASUS L3 Technician
C:\Workspace\java\scrape_indeed\it_pm_part_1\368.html#8583,Kathy Calhoun DDS,adam17@example.net,+1-782-224-7312x6168,Jones-Hartman,IT Coordinator
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1202.html#25115,Margaret Mullins,davisautumn@example.org,+1-927-211-5261x053,"Taylor, Williams and Ford",Systems Engineer I.T. Field Services
C:\Workspace\java\scrape_indeed\it_pm_part_1\28.html#8191,Linda Becker,kruegerjonathan@example.net,+1-818-594-8543x2987,Cooper-Larson,IT Project Manager
C:\Workspace\java\scrape_indeed\web_dev_part_1\1642.html#28727,John Wilson,chunglaura@example.net,(673)748-1310,Hernandez PLC,Web/Application Developer (Contract Position)
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1356.html#21180,Jennifer Cohen,mcdonaldkenneth@example.net,(874)283-5268x064,"Patterson, Lee and Kelley","Manager, Process/Program Developer, Software & Solutions Engineer"
C:\Workspace\java\scrape_indeed\it_pm_part_1\901.html#9176,Whitney Macdonald DVM,amyponce@example.com,264.962.8055,Mcintosh-Bush,General Manager
C:\Workspace\java\scrape_indeed\sys_admin_part_2\213.html#26145,Jackson Sanders,annedaniel@example.org,+1-508-355-1074x091,Barajas Group,Metro Ethernet Engineer 2/Network Support- Contractor
C:\Workspace\java\scrape_indeed\net_admin_part_1\2106.html#16012,Jeffrey Edwards,monica00@example.org,(201)951-5325x94795,Torah,Director of Information Technology
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1024.html#20812,Mary Calderon,smithphilip@example.net,+1-534-803-9104x520,E4Health,Sr .Net Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\2563.html#7929,Logan Compton,caleb84@example.net,+1-713-459-9285x535,PepsiCo,IT Operations Analyst/ IT Security Analyst/Email Security
C:\Workspace\java\scrape_indeed\it_pm_part_1\822.html#9088,James Johnson,kstuart@example.net,8069968018,Baker-Osborne,IT Specialist - Project Manager Senior
C:\Workspace\java\scrape_indeed\java_dev_part_0\774.html#14531,Whitney Mason,jenniferhuber@example.net,894.949.5300,Axiomsl,Implementation Specialist
C:\Workspace\java\scrape_indeed\dba_part_1\518.html#2563,Peter Bradford,,(301)973-6542x624,"Scott, Perkins and Burton",Warehouse Database Administrator
C:\Workspace\java\scrape_indeed\it_pm_part_1\2422.html#7773,Jessica Jackson,hallmegan@example.com,+1-420-227-5582x14770,Wilson-Owen,IT Project Tech Lead/ IT Business Unit Lead Analyst
C:\Workspace\java\scrape_indeed\it_pm_part_1\737.html#8993,Courtney Walton,whiteryan@example.org,992-215-8189,"Diaz, Davis and Rodriguez",IT Project Coordinator
C:\Workspace\java\scrape_indeed\it_sa_part_1\2637.html#11104,Jeffrey Nichols,andrea19@example.com,001-277-721-6880,Mendoza Ltd,Information Technology Specialist\Contractor
C:\Workspace\java\scrape_indeed\it_sa_part_1\2159.html#10573,Cindy Kelley,jfranklin@example.net,001-472-484-5401,"Webster, Martin and Brown",IT Security Analyst
C:\Workspace\java\scrape_indeed\web_dev_part_1\465.html#30560,Lisa Herrera,derekdougherty@example.org,714-547-4328x116,"Smith, Martinez and Burton",Email Marketing Specialist
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1065.html#17851,Andrew Clark,hilljennifer@example.org,722.577.5213,"CERNER,",DATA SCIENTIST
C:\Workspace\java\scrape_indeed\dba_part_1\611.html#2667,Ricardo Anderson,butlerolivia@example.com,863-300-5937x775,"Medina, Anderson and Jones",VERTICA DATABASE ADMINISTRATOR
C:\Workspace\java\scrape_indeed\fed_part_1\2364.html#4614,Christopher George,,574-369-0298,Accenture,"Web Developer, Senior Analyst"
C:\Workspace\java\scrape_indeed\fed_part_1\2731.html#5022,Alyssa Wright,carl66@example.org,(291)731-6708,Hearst,"Architect of Front- end Engineering, Lead Developer"
C:\Workspace\java\scrape_indeed\it_pm_part_1\2325.html#7665,Stephen Novak,zskinner@example.com,001-606-636-2198x65504,Washington,IT Project Manager
C:\Workspace\java\scrape_indeed\java_dev_part_0\1294.html#12655,Andrew Sanford,rpetty@example.com,+1-533-496-5049x627,"Metlife,",Sr. Java Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\366.html#23164,Janice Hamilton,davistanya@example.com,262.958.5421,Framingham,Substitute Teacher
C:\Workspace\java\scrape_indeed\fed_part_1\2790.html#5087,Gerald Allen,jenniferrivers@example.com,525.305.8333x430,Mccarthy LLC,Full Stack Developer - Front End and Back End developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\740.html#23580,Kendra Sullivan,tina45@example.com,001-869-747-5769x45353,IBM,Senior software developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\1814.html#7097,Wendy Nelson,mvelazquez@example.net,(216)734-2125x4508,Richard-White,Identity and Access Management Project Manager
C:\Workspace\java\scrape_indeed\dba_part_1\291.html#2124,Cynthia Chavez,derrick59@example.org,826-314-0489x332,Frank-Mercado,Oracle Database Administrator
C:\Workspace\java\scrape_indeed\java_dev_part_0\2238.html#13704,Robert Chavez,xrobinson@example.com,410.408.1785,Miller Ltd,Project Lead developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\2021.html#13464,Anna Cantu,lucas35@example.net,426-287-4470x173,American,Hadoop & Spark Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2490.html#10941,Jennifer Peterson,jeffreywallace@example.com,(296)365-6337,Atos,Chief Information Security Officer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1139.html#17933,Antonio Wilcox,lisa78@example.org,4554800027,"Schwartz, Martinez and Sellers",Server Network Engineer
C:\Workspace\java\scrape_indeed\net_admin_part_1\1549.html#15392,Kendra Burton,,813.469.5528,"Johnson, Newman and Johnston",System Administrator
C:\Workspace\java\scrape_indeed\java_dev_part_0\2265.html#13734,Kari Sanchez,jenniferburch@example.com,+1-233-622-2739x38992,Davis-Williams,Sr. Salesforce lightning Developer
C:\Workspace\java\scrape_indeed\dba_part_1\2850.html#2058,Amber Lopez,hfrench@example.net,(836)301-0712,TiVo,Infrastructure Project Manager
C:\Workspace\java\scrape_indeed\it_pm_part_1\1603.html#6863,Ryan Colon,patriciagrant@example.net,+1-621-476-4846x7357,Black,Food Server/Host/Busser
C:\Workspace\java\scrape_indeed\java_dev_part_0\1485.html#12867,Stephen Jones,qthompson@example.org,746.639.7561x54705,"Jones, Thompson and Sims",Java Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\870.html#31010,Brandon Madden,charles95@example.com,(740)491-9693x95787,Woods Inc,"Web Developer, eCommerce Administrator"
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1855.html#25839,Christopher Smith,hernandezcharles@example.org,001-836-296-7897,"Galloway, Lopez and Kim",IT Specialist
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2417.html#19353,Phillip Stevens,heather88@example.net,786.653.3943x1916,Oracle,Principal Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\412.html#23216,Troy Powers,,(619)615-0576,Cerner,Software Test Analyst
C:\Workspace\java\scrape_indeed\dba_part_1\1582.html#649,Joy Dorsey,dsmith@example.org,(968)876-4486,Preston,Oracle Database Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\2151.html#29293,Jason Gomez,thomasjohnson@example.net,(849)569-2771x1952,Harris-Neal,Software Engineer III
C:\Workspace\java\scrape_indeed\web_dev_part_1\2906.html#30131,Joseph Ford,ronaldyoung@example.org,594-689-8959x65466,"Duffy, Green and Lane",Baker
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1688.html#25653,Kenneth Nelson,hbaker@example.net,+1-682-323-0958x62973,Moore Inc,Target Mobile
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\217.html#19078,Dr. Jill Brown MD,egill@example.com,585-234-6557x9220,Turner PLC,Full Stack Python Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\1881.html#15761,Michael Ruiz,petersrussell@example.org,001-693-714-5843,United,Quality Assurance Evaluator
C:\Workspace\java\scrape_indeed\dba_part_1\1172.html#194,Joshua Watson,kennethwhite@example.com,(620)833-4742,"Wells Fargo,",Sr. Business Analyst
C:\Workspace\java\scrape_indeed\it_sa_part_1\368.html#11626,Brian Turner,aklein@example.net,001-468-300-8529x4690,"Bates, Freeman and Small",Network Security Analyst
C:\Workspace\java\scrape_indeed\it_sa_part_1\1534.html#9879,Dennis Chaney,jared50@example.org,885.802.2894,White-Walton,IT Auditor
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1264.html#25183,Nicole Blake,jamesmeyer@example.org,+1-230-520-2569x133,Robinson LLC,Client Systems Technician/ Administrator
C:\Workspace\java\scrape_indeed\java_dev_part_0\150.html#12884,Jeremy Gross,santiagoronald@example.com,(407)662-7995x530,Moran-Sampson,Peer Tutor
C:\Workspace\java\scrape_indeed\web_dev_part_1\2050.html#29181,Cameron Phillips,pottslauren@example.net,001-901-372-2240x50764,Kramer Group,Programmer / Analyst
C:\Workspace\java\scrape_indeed\web_dev_part_1\422.html#30513,Eugene Williams,paul84@example.net,482-337-3379x121,Krause Inc,Web Designer and Research Assistant
C:\Workspace\java\scrape_indeed\web_dev_part_1\1511.html#28582,Tracy Williams,toni86@example.net,+1-301-670-7403x925,Carle,ServiceNow Developer/Administrator
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1008.html#17788,James Flores,brittany63@example.org,001-908-733-4447x0488,Nelson Inc,AWS/ Python Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\105.html#24945,Alexandra Brooks,rcannon@example.com,895-837-7492,"Barrett, Moore and Rich",Enhanced Trusted Agent/ Client Services
C:\Workspace\java\scrape_indeed\sys_admin_part_1\659.html#24510,Jennifer Adams,emorse@example.com,(725)392-0616,Pacheco and Sons,Systems Administrator I
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\328.html#20038,Marcus Phillips,bradbennett@example.com,+1-249-680-8513x31380,Cox,Python Engineer
C:\Workspace\java\scrape_indeed\it_pm_part_1\2008.html#7313,Sarah Walker,,(412)815-4815,"Butler, Porter and Morales",IT Program / Project Manager
C:\Workspace\java\scrape_indeed\net_admin_part_1\2213.html#16131,Gabriel Hawkins,pricevanessa@example.org,+1-700-862-9877x87358,Community,Clinical Systems Administrator
C:\Workspace\java\scrape_indeed\it_pm_part_1\1977.html#7277,Patrick Larson,jeffbarrett@example.org,+1-626-422-1320x410,"King, Robinson and Kaufman",IT Project Manager
C:\Workspace\java\scrape_indeed\it_pm_part_1\773.html#9033,John Dixon,,(369)499-9498,CBRE,API Product Owner | IT Project Manager
C:\Workspace\java\scrape_indeed\java_dev_part_0\654.html#14398,Christina Moss,brownnancy@example.com,(502)300-0532x85386,Morris Inc,System Engineer ( Java Developer )
C:\Workspace\java\scrape_indeed\dba_part_1\1864.html#962,Christopher Sanchez,andreasmith@example.com,+1-926-892-9900,"Terry, Martin and Ellis",Senior Database Administrator
C:\Workspace\java\scrape_indeed\java_dev_part_0\1467.html#12847,Justin Preston,nnunez@example.org,861.685.1862x6713,Smith Inc,Java Full Stack Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2645.html#11113,Matthew Moody,rachellove@example.org,988-735-2791,"Pace, Doyle and Graves",Expert Enterprise Architect
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2342.html#22276,Matthew Henderson,margaret20@example.net,+1-981-843-1927,LPL,Lead Developer/ Architect
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2652.html#22620,Thomas Neal,tara69@example.net,+1-838-445-7202x6656,"Kane, Andrews and Davis",Software Developer and Consultant
C:\Workspace\java\scrape_indeed\sys_admin_part_2\434.html#26937,Dan Jensen,matthewwalker@example.com,+1-860-874-2990x74729,"Hinton, Torres and Duran",Systems Administrator
C:\Workspace\java\scrape_indeed\java_dev_part_0\1925.html#13356,Linda Parker,wscott@example.net,+1-894-964-1839x841,NII,Sr. Java Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_1\349.html#24166,Ryan Stone,jamie98@example.net,264-498-0445,"Bowman, Drake and Liu",Systems Administrator
C:\Workspace\java\scrape_indeed\fed_part_1\367.html#5489,Christopher Houston,martindonald@example.com,4666489008,"Bass, Howard and Garcia",Front- End Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\1662.html#28749,Justin Ryan,nancyballard@example.com,548.283.9974x1856,Schaefer Group,Web Designer/Multimedia Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\1593.html#15441,Suzanne Williams,brandoncooper@example.com,001-561-999-5305x64184,"Ortega, Merritt and Phillips",Computer and Network Technician
C:\Workspace\java\scrape_indeed\fed_part_1\2047.html#4262,Anthony Juarez,valdezalyssa@example.org,(400)213-6510x34444,Webb-Ortega,Front End Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\891.html#20663,Kristin Hickman,fred06@example.org,001-421-355-9967x25622,WPS,Sr. Python Developer
C:\Workspace\java\scrape_indeed\dba_part_1\1802.html#894,Melinda Nguyen,carolynnguyen@example.org,783.750.7124,Garcia Ltd,Implementation and support of middleware solutions
C:\Workspace\java\scrape_indeed\web_dev_part_1\934.html#31081,Stephanie Brown,prestonbarrett@example.org,573-727-7264,Invesco,Senior UI Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\1619.html#13016,Kevin Torres,donald51@example.com,285-775-9171,Kaiser,Sr.Fullstack Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2695.html#19661,Kendra Walsh,kyle14@example.com,644.373.5352x478,Wilson-Carpenter,Senior Python Lead Developer - IOT Wind Turbine Analytics
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1824.html#18694,Veronica Stevens,keith93@example.org,537-588-0331x83611,"Boyd, Burke and White",Python Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2164.html#22078,Kayla Hunter,lisahawkins@example.com,(478)773-0486,"Brown, White and Wallace",Senior Software Developer / Contractor
C:\Workspace\java\scrape_indeed\dba_part_1\710.html#2777,Taylor Vargas,echapman@example.com,836.629.9946,"Smith, Bullock and Wall",Database Administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1555.html#21401,Gina Davis,fernandezrobert@example.net,742-946-4884x9979,Hoffman LLC,Senior Web Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\438.html#14158,Stacy Murphy,karen28@example.net,390-422-1797,Rice-Lopez,Application Developer
C:\Workspace\java\scrape_indeed\fed_part_1\2285.html#4526,Shannon Roach,vsmith@example.net,344.451.4367x28681,Capital,"GSC Snow, M&J Recycling, StarWash et al - Freelance Web Design/Development"
C:\Workspace\java\scrape_indeed\web_dev_part_1\2472.html#29649,Margaret Clark,karen81@example.org,001-239-278-1459,"Norton, Douglas and Delacruz",Sr. Software Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\1423.html#15253,Laura Singleton,,928-266-9335x15880,"Flores, Martinez and Foster",Production Supervisor
C:\Workspace\java\scrape_indeed\fed_part_1\859.html#6035,Barbara Johnston,smithsusan@example.net,(897)242-5513,ExxonMobil,UI Developer
C:\Workspace\java\scrape_indeed\dba_part_1\2492.html#1660,Melissa Murphy,foleyjennifer@example.org,550-824-3736x1587,Taylor-Gonzales,"Manager, Database Administration"
C:\Workspace\java\scrape_indeed\it_pm_part_1\396.html#8614,Gregory Le,ncarroll@example.com,790.605.8561,Synchrony,"Assistant Vice President, IT Client Project Manager"
C:\Workspace\java\scrape_indeed\java_dev_part_0\1177.html#12525,David Curtis,phoover@example.net,492.555.1164x3690,Zions,Java Full Stack Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2385.html#10824,Christopher Johnson,amyfisher@example.net,(860)353-4281x6441,Barry PLC,IT Consultant/ Junior Project Manager
C:\Workspace\java\scrape_indeed\it_pm_part_1\1746.html#7021,Mrs. Tiffany Walters MD,robert40@example.com,203-688-0273,Keefe,Senior Project Manager
C:\Workspace\java\scrape_indeed\net_admin_part_1\1217.html#15024,Joseph Riley,laura09@example.com,001-406-476-4909,SYNERGY,Network Administrator
C:\Workspace\java\scrape_indeed\it_sa_part_1\2370.html#10808,Pamela Ramirez,uhubbard@example.com,635-587-2717,May Group,CSIRT Cyber Security Incident Response Analyst 2
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1538.html#25487,Joanna Calderon,hallalan@example.org,+1-715-638-6028x262,Booker LLC,Field Service Tech II
C:\Workspace\java\scrape_indeed\web_dev_part_1\2875.html#30096,Ryan Huffman,patriciacarr@example.net,+1-657-372-0441x0079,"Lewis, Nelson and Cuevas",Systems Analyst/Software Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\93.html#9207,Juan Jones,tklein@example.org,+1-822-548-7098x7264,Thompson Inc,Sr. ERP Project Coordinator
C:\Workspace\java\scrape_indeed\sys_admin_part_2\121.html#25123,Sarah Leon MD,bakerpamela@example.net,+1-832-361-1890x03468,"NovaModule,",Software Engineer - Product
C:\Workspace\java\scrape_indeed\web_dev_part_1\1395.html#28452,Cindy Wells,amywest@example.net,(802)400-9536,Duncan and Sons,Service-Now Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\2438.html#13926,Joshua Johnson,steven95@example.org,9175325900,Capgemini,Fulltime Employee
C:\Workspace\java\scrape_indeed\web_dev_part_1\1488.html#28555,Bryan Brock,leslie46@example.org,219.428.1707x4436,Malone LLC,Freelance Web Developer
C:\Workspace\java\scrape_indeed\dba_part_1\650.html#2710,Tara Anderson,douglas60@example.org,823-294-1209x44772,Craig Group,Junior Oracle Database Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\168.html#15537,Heather Davis,thomasmiller@example.com,+1-848-202-4559x851,Rodriguez PLC,Advisor of privilege of ID based on roles matrix
C:\Workspace\java\scrape_indeed\dba_part_1\1578.html#644,Ann Trujillo,sholder@example.com,001-898-264-7868x6237,Porter LLC,Marketing and IT Coordinator
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1104.html#25006,David Dixon,samuelsandoval@example.org,001-319-807-4992,"Ideabakr,",DevOps Engineer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1043.html#17827,Anthony Duncan,philliphayden@example.net,(635)934-8486,Fidelity,Sr. Python / AWS Developer
C:\Workspace\java\scrape_indeed\dba_part_1\2545.html#1719,Amanda Moore,audreyrose@example.com,762-720-2123x720,Johns and Sons,Owner/Operator
C:\Workspace\java\scrape_indeed\it_sa_part_1\313.html#11566,Alex Dunn,swright@example.net,001-367-339-1900x889,Symantec,Principal IT Support Specialist
C:\Workspace\java\scrape_indeed\it_pm_part_1\2117.html#7434,Jared Smith,cruzkaren@example.net,(932)273-7989,Smith-Pope,PPM/ Project Server Consultant
C:\Workspace\java\scrape_indeed\soft_dav_part_1\178.html#21650,Terri Delacruz,,500.809.9843,Nike,Data Engineer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\2261.html#26291,Jason Griffin,mharding@example.net,449-646-6720x108,ICE,Sr. Systems Administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1828.html#21704,Michelle Patrick,barkeredwin@example.org,+1-338-979-4026x2085,Quest,Java Senior Software Engineer
C:\Workspace\java\scrape_indeed\dba_part_1\2196.html#1331,Frederick Taylor,,(442)735-7004x12918,Dunn Ltd,Administrative Officer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1292.html#25214,Benjamin Thompson,michael04@example.net,(210)307-9230x4660,Hoffman PLC,Systems Administator
C:\Workspace\java\scrape_indeed\dba_part_1\1922.html#1027,Brandon Davis,jamesstrong@example.net,001-861-751-2048x5076,Sosa Ltd,Sr. Oracle Database Administrator
C:\Workspace\java\scrape_indeed\it_pm_part_1\280.html#8192,Elizabeth Thompson,tiffanybarnes@example.org,+1-646-901-9153x0573,Green LLC,Systems Analyst
C:\Workspace\java\scrape_indeed\it_pm_part_1\1382.html#6617,Carla Stewart,bradydavid@example.com,+1-326-970-8666x56224,Phelps-Ramos,Project Management Coordinator & IT Support
C:\Workspace\java\scrape_indeed\web_dev_part_1\1623.html#28706,Debra Hanson,fmcdonald@example.net,(690)935-0061,Demandware script and,UI/Demand ware Developer
C:\Workspace\java\scrape_indeed\dba_part_1\1606.html#676,Valerie Martinez MD,lisa40@example.com,001-466-782-1215x6495,Andrews-Jackson,SQL 2008 MS Access Data and Reporting Analyst / Database Programmer DBA
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\862.html#20631,Mary Hill,dawn11@example.org,+1-697-538-8182x73063,Ranger,Sr. Python Developer
C:\Workspace\java\scrape_indeed\fed_part_1\2778.html#5073,Kevin Roberts,jenniferrice@example.com,001-368-306-6405,White and Sons,Software Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\2542.html#7906,Jacqueline Gonzalez,christopher23@example.org,960-449-8603,Reeves Ltd,Contractor
C:\Workspace\java\scrape_indeed\fed_part_1\2005.html#4216,Janice Archer,frankkey@example.org,397-689-9901,Mays and Sons,Senior Email Developer
